handcrafted,tot,grouplabels
0.105,149.754,1
0.105,0.107,1
0.105,0.19899999999999998,1
0.11299999999999999,149.752,2
0.11299999999999999,0.16299999999999998,2
0.11299999999999999,0.20299999999999999,2
0.11299999999999999,0.14700000000000002,2
0.11299999999999999,0.108,2
0.11299999999999999,149.573,2
0.11299999999999999,149.782,2
0.11299999999999999,149.772,2
0.11299999999999999,0.125,2
0.11299999999999999,0.156,2
0.11299999999999999,0.16899999999999998,2
0.11299999999999999,1.559,2
0.11299999999999999,1.415,2
0.11299999999999999,0.139,2
0.11299999999999999,0.162,2
0.155,0.156,3
0.155,0.159,3
0.155,0.138,3
0.155,0.167,3
0.155,0.257,3
0.155,0.181,3
0.111,0.18,4
0.111,0.154,4
0.111,0.20799999999999996,4
0.111,0.135,4
0.111,0.883,4
0.111,0.21299999999999997,4
0.111,0.199,4
0.111,0.495,4
0.111,0.172,4
0.111,0.2,4
0.111,0.597,4
0.111,0.197,4
0.111,0.494,4
0.111,0.157,4
0.111,0.156,4
0.111,0.175,4
0.124,0.129,5
0.124,0.133,5
0.124,65.15899999999999,5
0.124,19.602,5
0.124,0.156,5
0.124,0.123,5
0.124,0.127,5
0.124,0.121,5
0.124,150.30200000000002,5
0.124,150.287,5
0.124,0.156,5
0.124,0.123,5
0.124,0.22799999999999998,5
0.124,0.278,5
0.124,0.16,5
0.124,0.132,5
0.136,0.185,6
0.136,0.20400000000000001,6
0.136,0.138,6
0.136,0.23300000000000004,6
0.136,0.295,6
0.136,0.195,6
0.136,0.20900000000000002,6
0.14200000000000002,0.214,7
0.14200000000000002,0.23299999999999998,7
0.14200000000000002,0.178,7
0.14200000000000002,149.79299999999998,7
0.14200000000000002,0.209,7
0.14200000000000002,0.177,7
0.14200000000000002,0.212,7
0.14200000000000002,0.195,7
0.14200000000000002,0.194,7
0.14200000000000002,149.787,7
0.14200000000000002,149.793,7
0.14200000000000002,149.758,7
0.14200000000000002,0.202,7
0.14200000000000002,0.2,7
0.14200000000000002,0.259,7
0.14200000000000002,0.255,7
0.163,0.18,8
0.163,149.787,8
0.163,0.20299999999999999,8
0.163,0.159,8
0.163,149.80800000000002,8
0.163,149.763,8
0.163,149.79299999999998,8
0.163,0.19199999999999998,8
0.163,0.16,8
0.163,149.77700000000002,8
0.163,0.182,8
0.163,149.83200000000002,8
0.163,0.204,8
0.163,0.177,8
0.163,0.175,8
0.163,149.78,8
1.98,2.082,9
1.98,2.281,9
1.98,2.05,9
1.98,135.881,9
1.98,136.32999999999998,9
1.98,2.105,9
1.98,3.649,9
1.98,2.8089999999999997,9
1.98,2.089,9
1.98,2.1610000000000005,9
1.98,135.78199999999998,9
1.98,2.104,9
1.98,1.39,9
1.98,1.4380000000000002,9
1.98,2.086,9
1.98,3.656,9
16.258999999999997,8.689,10
16.258999999999997,19.031,10
16.258999999999997,8.759,10
16.258999999999997,15.805,10
16.258999999999997,9.044,10
16.258999999999997,16.52,10
16.258999999999997,16.29,10
16.258999999999997,91.917,10
16.258999999999997,15.629000000000001,10
16.258999999999997,49.329,10
16.258999999999997,15.118,10
16.258999999999997,15.24,10
16.258999999999997,6.0009999999999994,10
16.258999999999997,6.071,10
16.258999999999997,6.044,10
16.258999999999997,6.239,10
0.192,0.21000000000000002,11
0.192,0.21500000000000002,11
0.192,0.7210000000000001,11
0.192,0.194,11
0.192,0.5209999999999999,11
0.192,0.252,11
0.192,0.22200000000000003,11
0.192,0.22799999999999998,11
0.192,0.238,11
0.446,0.464,12
0.446,0.439,12
0.446,0.449,12
0.446,0.921,12
0.446,0.421,12
0.446,0.5589999999999999,12
0.446,0.43,12
0.446,0.42,12
0.446,32.492000000000004,12
0.446,34.637,12
0.446,0.466,12
0.446,1.3719999999999999,12
0.446,1.3849999999999998,12
0.446,1.5139999999999998,12
0.163,0.276,13
0.163,0.265,13
0.163,0.27699999999999997,13
0.163,0.19,13
0.163,0.272,13
0.163,0.264,13
0.163,0.14100000000000001,13
0.163,0.22700000000000004,13
0.163,0.6779999999999999,13
0.163,0.298,13
